Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
1293,Providence School,1.61,PhD,Philadelphia,M,1.0,0,1.0,1,Research Scientist,12/18,09/23,Research Scientist,06/18,05/19,Research Scientist,04/16,11/19
1294,Boston College,2.97,Bachelors,Philadelphia,M,N/A,0,N/A,2,Software Engineer,01/20,11/23,Software Tester,10/17,10/19,Quantitative Analyst,01/15,06/19
1295,Bryant University,3.15,Bachelors,Philadelphia,N/A,0.0,0,1.0,2,Machine Learning Engineer,04/19,03/23,Research Scientist,01/17,12/19,Data Analyst,06/14,05/17
1296,UC Berkeley,1.02,PhD,New York,N/A,N/A,0,0.0,2,Software Engineer,10/20,02/23,Data Analyst,10/18,05/20,Quantitative Analyst,06/14,07/18
1297,Boston College,3.63,PhD,Chicago,N/A,N/A,0,0.0,4,Quantitative Analyst,08/20,06/23,Research Scientist,04/18,10/21,Software Engineer,06/15,07/18
1298,UCSB,1.53,Bachelors,Philadelphia,M,0.0,0,N/A,0,Quantitative Analyst,12/19,07/23,Machine Learning Engineer,10/17,04/20,Hardware Engineer,02/15,08/17
1299,Harvard University,3.99,PhD,Chicago,N/A,1.0,0,0.0,1,Hardware Engineer,11/19,07/21,Research Scientist,11/17,07/19,Data Scientist,10/15,12/17
1300,Providence University,1.7,Masters,Los Angeles,F,0.0,0,0.0,4,Machine Learning Engineer,06/19,11/23,Data Analyst,01/17,09/19,Research Scientist,12/13,06/18
1301,Providence College,1.7,Masters,Philadelphia,M,0.0,0,0.0,3,Machine Learning Engineer,01/19,11/22,Data Analyst,01/17,10/19,Data Scientist,04/15,04/19
1302,Northeastern University,2.54,PhD,Chicago,F,N/A,0,1.0,4,Quantitative Analyst,02/20,12/22,Machine Learning Engineer,12/17,10/20,Software Tester,06/15,11/18
1303,Boston College,2.13,Masters,Boston,F,N/A,0,1.0,4,Quantitative Analyst,09/20,08/23,Machine Learning Engineer,03/18,08/19,Data Scientist,05/15,08/19
1304,Brown University,3.38,PhD,Philadelphia,F,N/A,0,1.0,2,Data Scientist,11/19,07/22,Software Engineer,04/18,05/19,Research Scientist,10/16,11/17
1305,Bryant University,2.4,PhD,Providence,N/A,0.0,0,N/A,3,Data Scientist,02/19,12/21,Software Tester,01/18,06/19,Software Tester,09/14,05/18
1306,Boston University,3.5,Masters,Washington,N/A,N/A,1,1.0,1,Data Scientist,12/19,04/21,Software Tester,07/18,01/20,Software Engineer,03/14,10/17
1307,Northeastern University,3.29,Bachelors,Philadelphia,F,1.0,0,1.0,1,Research Scientist,03/20,05/22,Data Scientist,09/17,03/19,Software Tester,03/15,08/19
1308,Northeastern University,1.49,Masters,Las Vegas,N/A,0.0,1,1.0,2,Machine Learning Engineer,09/20,06/23,Research Scientist,08/18,03/20,Data Scientist,09/14,03/18
1309,UCLA,1.39,Bachelors,San Francisco,F,1.0,0,0.0,0,Machine Learning Engineer,10/20,03/22,Quantitative Analyst,06/18,10/20,Hardware Engineer,10/16,05/18
1310,UCSB,2.83,Masters,New York,F,N/A,0,N/A,1,Software Tester,07/20,09/23,Software Tester,01/17,05/20,Hardware Engineer,02/16,09/19
1311,Northeastern University,1.34,PhD,Philadelphia,F,0.0,0,0.0,4,Data Scientist,07/19,03/23,Quantitative Analyst,02/17,11/21,Software Engineer,02/14,03/18
1312,State Providence College,3.69,PhD,New York,N/A,1.0,0,1.0,3,Software Tester,12/19,07/21,Research Scientist,10/18,04/21,Hardware Engineer,09/15,09/18
1313,UC Berkeley,1.25,PhD,Las Vegas,F,N/A,0,1.0,2,Quantitative Analyst,10/20,05/21,Software Tester,06/17,04/20,Software Tester,06/14,02/19
1314,University of Rhode Island,3.64,PhD,Boston,N/A,1.0,0,N/A,4,Quantitative Analyst,06/20,12/21,Quantitative Analyst,03/18,02/19,Software Engineer,05/16,05/17
1315,Providence College,3.75,PhD,Miami,N/A,N/A,1,0.0,3,Data Analyst,12/19,06/21,Research Scientist,06/18,01/21,Data Analyst,09/14,09/18
1316,UCSB,1.81,Masters,Washington,F,N/A,0,N/A,0,Quantitative Analyst,07/20,03/23,Research Scientist,01/18,01/20,Data Scientist,12/13,04/18
1317,Columbia University,1.69,Bachelors,Los Angeles,F,N/A,0,N/A,0,Machine Learning Engineer,07/20,01/22,Quantitative Analyst,11/18,01/20,Quantitative Analyst,06/14,06/18
1318,Providence State University,3.95,Masters,San Francisco,M,0.0,0,1.0,2,Machine Learning Engineer,10/19,11/21,Machine Learning Engineer,07/17,01/20,Quantitative Analyst,10/16,04/19
1319,Providence State University,1.51,Bachelors,Chicago,N/A,N/A,0,N/A,0,Hardware Engineer,09/19,09/23,Quantitative Analyst,01/18,12/20,Data Analyst,01/14,06/19
1320,UCSB,1.28,PhD,Boston,M,N/A,0,0.0,0,Software Tester,10/19,11/23,Research Scientist,11/17,07/20,Hardware Engineer,06/14,02/19
1321,Northeastern University,2.24,Bachelors,Miami,F,N/A,0,0.0,3,Machine Learning Engineer,10/20,03/22,Research Scientist,11/18,10/20,Software Tester,06/15,10/18
1322,Providence University,1.27,PhD,New York,N/A,N/A,0,1.0,1,Research Scientist,12/19,11/21,Data Scientist,02/18,05/21,Software Tester,09/16,10/18
1323,Providence State University,1.21,Bachelors,Chicago,M,1.0,1,N/A,4,Research Scientist,05/19,11/21,Hardware Engineer,02/17,07/19,Machine Learning Engineer,11/15,03/19
1324,Providence School,1.38,Bachelors,San Francisco,M,N/A,0,N/A,3,Software Tester,03/19,03/21,Software Tester,08/18,06/21,Data Scientist,12/13,10/19
1325,Bryant University,3.43,Masters,Boston,F,1.0,0,1.0,2,Data Analyst,05/20,05/22,Software Engineer,09/18,01/19,Machine Learning Engineer,09/14,07/19
1326,State Providence College,1.87,PhD,Washington,F,1.0,0,N/A,1,Quantitative Analyst,08/20,08/22,Software Tester,05/18,10/20,Data Scientist,07/14,01/18
1327,Boston University,2.81,Masters,New York,M,N/A,0,0.0,4,Software Tester,09/19,12/22,Machine Learning Engineer,01/18,10/20,Data Analyst,05/16,09/18
1328,Harvard University,1.41,Bachelors,Boston,N/A,1.0,0,N/A,0,Software Engineer,01/20,03/22,Data Scientist,07/18,04/21,Quantitative Analyst,08/14,09/17
1329,Boston University,2.8,Bachelors,Washington,M,0.0,1,1.0,2,Software Tester,08/20,04/23,Software Tester,07/18,09/19,Research Scientist,04/14,09/18
1330,Columbia University,3.68,Masters,Los Angeles,M,N/A,0,N/A,3,Machine Learning Engineer,07/20,12/22,Hardware Engineer,09/17,04/21,Machine Learning Engineer,12/13,06/19
1331,Providence College,2.53,Bachelors,San Francisco,F,1.0,0,N/A,2,Data Scientist,11/19,01/23,Software Engineer,10/18,04/20,Quantitative Analyst,03/14,11/19
1332,Boston College,1.93,Masters,Boston,N/A,1.0,1,N/A,3,Hardware Engineer,10/20,09/22,Software Tester,05/17,07/20,Software Tester,03/14,03/19
1333,Brown University,3.89,PhD,Chicago,F,0.0,1,N/A,2,Research Scientist,11/19,09/22,Software Tester,11/17,01/20,Data Analyst,06/16,12/17
1334,Providence College,2.22,Masters,New York,M,0.0,0,0.0,2,Quantitative Analyst,06/20,04/22,Data Scientist,08/18,06/21,Software Engineer,11/15,03/18
1335,Providence State University,2.6,Bachelors,Las Vegas,F,0.0,0,0.0,4,Hardware Engineer,03/19,09/21,Data Scientist,11/18,09/21,Software Engineer,04/14,02/17
1336,Boston University,3.16,Bachelors,Chicago,F,1.0,0,0.0,0,Quantitative Analyst,09/19,07/23,Data Analyst,09/17,01/20,Software Tester,12/15,11/17
1337,UC Berkeley,3.1,Masters,Philadelphia,N/A,0.0,0,N/A,1,Machine Learning Engineer,05/19,12/21,Data Scientist,01/18,09/19,Machine Learning Engineer,05/15,06/18
1338,Providence University,1.91,Bachelors,Boston,M,N/A,0,1.0,1,Research Scientist,03/19,12/21,Hardware Engineer,08/18,05/19,Quantitative Analyst,06/15,11/18
1339,Providence School,3.71,Bachelors,Philadelphia,F,N/A,0,N/A,4,Data Scientist,06/20,01/21,Data Analyst,05/17,07/20,Software Tester,01/16,07/17
1340,University of Rhode Island,3.47,Masters,Philadelphia,F,0.0,1,N/A,2,Software Engineer,03/20,12/21,Quantitative Analyst,12/17,08/21,Machine Learning Engineer,07/16,10/19
1341,Boston College,1.08,PhD,Washington,N/A,0.0,0,0.0,2,Machine Learning Engineer,06/19,11/22,Hardware Engineer,07/17,06/19,Quantitative Analyst,11/14,01/17
1342,Providence College,2.35,Bachelors,New York,N/A,1.0,0,N/A,0,Software Engineer,01/20,09/23,Data Scientist,11/18,04/19,Software Tester,01/16,01/19
1343,Providence College,3.23,Masters,Miami,M,N/A,0,1.0,1,Software Tester,09/20,07/21,Machine Learning Engineer,11/17,01/21,Research Scientist,03/15,04/18
1344,Columbia University,1.81,Bachelors,Miami,N/A,N/A,0,1.0,2,Software Tester,02/19,10/23,Quantitative Analyst,06/17,04/20,Quantitative Analyst,04/15,04/18
1345,Harvard University,3.89,PhD,Providence,N/A,0.0,0,1.0,2,Software Engineer,07/20,03/22,Data Scientist,07/17,10/19,Machine Learning Engineer,04/15,04/18
1346,Boston University,3.31,PhD,Philadelphia,F,N/A,0,N/A,2,Data Scientist,09/20,11/23,Data Scientist,05/17,09/21,Research Scientist,05/14,04/17
1347,Providence State University,1.32,Masters,Las Vegas,M,1.0,0,0.0,1,Hardware Engineer,03/20,02/21,Data Analyst,04/18,01/20,Software Engineer,11/15,11/18
1348,Boston University,1.31,Masters,Washington,N/A,N/A,0,0.0,4,Data Analyst,09/20,02/22,Hardware Engineer,09/18,05/19,Machine Learning Engineer,04/14,05/18
1349,University of Rhode Island,2.83,Bachelors,Boston,F,N/A,0,N/A,0,Hardware Engineer,08/19,08/23,Research Scientist,07/17,03/19,Software Tester,03/15,08/18
1350,UCLA,1.45,PhD,San Francisco,N/A,N/A,1,1.0,0,Software Engineer,10/19,11/21,Data Analyst,07/18,10/21,Quantitative Analyst,02/16,04/19
1351,Brown University,1.86,Bachelors,Philadelphia,F,1.0,0,0.0,0,Hardware Engineer,07/19,12/22,Machine Learning Engineer,01/17,03/20,Software Engineer,08/14,02/17
1352,Northeastern University,2.78,PhD,New York,F,N/A,0,N/A,1,Data Scientist,01/19,05/22,Research Scientist,08/18,06/21,Software Engineer,05/16,10/18
1353,UCLA,3.52,Masters,Las Vegas,N/A,N/A,0,N/A,0,Software Engineer,04/20,07/23,Software Tester,03/18,08/19,Research Scientist,08/15,04/19
1354,University of Rhode Island,3.26,Masters,Providence,F,1.0,0,N/A,4,Data Analyst,12/18,10/21,Hardware Engineer,06/17,01/20,Data Scientist,03/15,10/18
1355,Boston University,3.16,Masters,San Francisco,N/A,0.0,0,0.0,4,Data Analyst,09/20,05/21,Research Scientist,06/17,09/19,Hardware Engineer,11/16,11/19
1356,State Providence College,1.61,PhD,Boston,F,N/A,0,0.0,0,Software Tester,11/20,07/23,Software Tester,10/18,11/19,Research Scientist,06/16,03/17
1357,State Providence College,3.13,Bachelors,Washington,F,0.0,0,0.0,4,Hardware Engineer,10/19,07/23,Data Analyst,03/17,09/20,Quantitative Analyst,10/15,07/17
1358,UC Berkeley,2.25,PhD,San Francisco,F,1.0,0,N/A,0,Data Analyst,11/20,05/22,Software Tester,11/18,07/19,Hardware Engineer,02/16,03/19
1359,UCSB,1.19,Bachelors,Boston,N/A,N/A,0,N/A,0,Research Scientist,08/19,10/23,Software Engineer,04/17,06/21,Quantitative Analyst,10/15,07/17
1360,UCSB,3.92,Bachelors,Boston,M,0.0,0,N/A,0,Data Analyst,01/20,07/22,Machine Learning Engineer,10/18,12/20,Data Scientist,08/14,12/18
1361,Columbia University,2.07,Masters,Providence,N/A,1.0,0,N/A,2,Software Engineer,01/19,12/22,Software Engineer,04/17,08/21,Data Analyst,12/14,04/17
1362,MIT,3.5,Masters,Miami,F,0.0,0,0.0,0,Quantitative Analyst,02/19,05/21,Hardware Engineer,12/17,08/21,Hardware Engineer,08/16,08/19
1363,Boston University,3.84,Masters,Providence,N/A,1.0,0,0.0,2,Data Scientist,10/20,02/21,Software Tester,11/17,05/19,Research Scientist,12/15,10/19
1364,Providence College,3.56,Bachelors,Chicago,M,0.0,0,N/A,2,Data Analyst,10/19,09/23,Hardware Engineer,12/17,09/20,Software Tester,01/14,01/19
1365,Brown University,3.43,Masters,Miami,F,1.0,0,N/A,4,Hardware Engineer,03/19,03/22,Hardware Engineer,06/17,02/21,Data Analyst,04/16,05/19
1366,MIT,2.91,Masters,Providence,N/A,N/A,0,N/A,1,Software Engineer,03/19,05/21,Research Scientist,07/18,12/20,Hardware Engineer,05/16,08/17
1367,Boston College,1.72,Bachelors,Miami,N/A,N/A,0,1.0,0,Software Tester,05/19,11/22,Research Scientist,01/17,07/19,Hardware Engineer,06/16,03/18
1368,Harvard University,3.37,PhD,New York,M,0.0,0,0.0,0,Software Tester,07/19,05/22,Research Scientist,05/17,10/19,Data Scientist,02/15,08/18
1369,Providence University,2.42,Bachelors,Chicago,F,0.0,0,0.0,2,Quantitative Analyst,07/20,04/22,Hardware Engineer,06/18,01/19,Research Scientist,04/14,01/18
1370,UCSB,2.96,Bachelors,Chicago,F,N/A,0,0.0,3,Hardware Engineer,08/19,05/22,Data Scientist,05/18,10/21,Data Analyst,10/15,09/17
1371,Boston University,3.77,PhD,New York,F,N/A,0,1.0,2,Research Scientist,05/19,05/23,Quantitative Analyst,11/18,09/20,Software Engineer,02/15,09/17
1372,MIT,3.2,Bachelors,San Francisco,M,0.0,0,0.0,1,Data Scientist,11/19,08/23,Data Analyst,12/17,09/19,Software Engineer,07/15,10/19
1373,Providence School,2.16,PhD,Miami,F,0.0,1,1.0,0,Data Analyst,04/19,10/21,Software Engineer,02/18,03/20,Machine Learning Engineer,03/15,05/18
1374,Brown University,2.37,Bachelors,Providence,F,N/A,0,1.0,2,Quantitative Analyst,03/20,05/22,Machine Learning Engineer,07/18,07/20,Machine Learning Engineer,03/15,01/17
1375,Providence College,3.99,Bachelors,Philadelphia,M,N/A,0,N/A,3,Hardware Engineer,04/20,08/22,Quantitative Analyst,02/18,07/21,Data Scientist,06/14,02/18
1376,Providence College,3.96,Masters,San Francisco,N/A,N/A,0,N/A,4,Data Scientist,09/19,07/21,Machine Learning Engineer,04/17,03/19,Data Scientist,01/16,01/18
1377,Providence University,3.66,Masters,Las Vegas,F,0.0,1,0.0,2,Data Scientist,10/20,07/22,Data Scientist,03/17,03/19,Data Scientist,03/14,10/17
1378,Bryant University,2.19,Masters,Chicago,F,1.0,0,0.0,4,Machine Learning Engineer,07/20,09/23,Data Scientist,07/17,04/21,Quantitative Analyst,12/13,12/17
1379,Harvard University,2.8,Bachelors,Philadelphia,F,N/A,0,0.0,1,Data Scientist,12/18,01/23,Quantitative Analyst,06/17,09/21,Software Tester,02/16,08/18
1380,Bryant University,2.76,Masters,Los Angeles,F,1.0,0,1.0,0,Research Scientist,07/20,02/23,Quantitative Analyst,01/17,04/20,Software Engineer,05/14,11/17
1381,Columbia University,1.4,Masters,Miami,N/A,1.0,0,N/A,3,Quantitative Analyst,11/20,02/23,Software Tester,11/18,04/21,Machine Learning Engineer,03/16,10/19
1382,Providence School,1.13,Masters,Los Angeles,M,0.0,0,1.0,3,Research Scientist,09/19,02/21,Data Scientist,05/17,03/19,Machine Learning Engineer,06/16,11/18
1383,MIT,1.06,Bachelors,San Francisco,F,N/A,0,0.0,4,Data Analyst,12/19,06/21,Research Scientist,08/17,11/20,Data Scientist,08/15,03/17
1384,Northeastern University,3.84,PhD,Washington,N/A,0.0,0,1.0,2,Research Scientist,12/18,10/23,Data Analyst,07/18,02/19,Software Engineer,05/15,02/17
1385,Bryant University,3.56,Masters,Chicago,F,N/A,0,0.0,3,Software Engineer,07/20,12/22,Hardware Engineer,04/17,03/19,Data Analyst,12/14,09/19
1386,University of Rhode Island,3.37,Bachelors,Boston,M,1.0,0,1.0,4,Research Scientist,12/18,03/22,Machine Learning Engineer,09/17,01/20,Software Tester,01/16,01/18
1387,MIT,2.02,Masters,Las Vegas,F,N/A,0,1.0,3,Research Scientist,06/20,02/21,Research Scientist,07/17,02/21,Machine Learning Engineer,01/15,05/19
1388,Boston College,3.14,PhD,Miami,N/A,N/A,0,0.0,1,Software Tester,11/20,03/22,Software Engineer,08/18,12/20,Hardware Engineer,12/13,08/17
1389,Columbia University,2.62,Masters,Boston,N/A,1.0,0,N/A,2,Research Scientist,10/19,04/21,Quantitative Analyst,04/18,03/19,Machine Learning Engineer,11/14,07/18
1390,Providence College,2.48,PhD,Los Angeles,F,0.0,0,1.0,4,Data Scientist,06/20,07/21,Hardware Engineer,10/18,07/19,Research Scientist,08/14,02/18
1391,UC Berkeley,2.67,Masters,Chicago,M,0.0,1,1.0,3,Software Engineer,06/19,03/23,Software Tester,06/18,12/19,Data Scientist,05/15,03/18
1392,Providence School,1.95,Masters,Los Angeles,F,0.0,0,1.0,1,Software Engineer,10/19,10/23,Quantitative Analyst,01/17,05/20,Software Tester,10/14,09/18
1393,Columbia University,1.28,PhD,Miami,F,1.0,0,0.0,2,Data Scientist,06/19,05/22,Quantitative Analyst,07/18,04/20,Quantitative Analyst,10/15,03/19
1394,University of Rhode Island,3.9,PhD,Boston,M,0.0,0,N/A,3,Software Engineer,12/18,04/21,Research Scientist,03/18,04/20,Data Scientist,02/16,07/19
1395,MIT,1.14,PhD,Philadelphia,N/A,0.0,0,0.0,2,Quantitative Analyst,02/20,05/21,Machine Learning Engineer,02/18,08/19,Software Engineer,01/15,02/19
1396,Columbia University,1.36,PhD,Las Vegas,F,0.0,0,N/A,2,Software Tester,02/19,11/22,Machine Learning Engineer,05/18,10/21,Data Scientist,10/16,08/18
1397,UCSB,1.05,PhD,San Francisco,F,0.0,0,0.0,1,Software Engineer,07/19,05/21,Data Scientist,07/17,08/19,Data Analyst,06/14,06/19
1398,Northeastern University,2.24,Masters,Washington,F,N/A,0,0.0,4,Machine Learning Engineer,08/19,03/22,Software Engineer,09/18,08/19,Data Analyst,05/15,11/17
1399,Boston College,3.39,Masters,Washington,M,1.0,0,1.0,0,Data Analyst,05/19,08/21,Data Scientist,01/18,10/19,Hardware Engineer,12/14,06/19
1400,Providence State University,2.72,Bachelors,New York,F,1.0,1,1.0,1,Quantitative Analyst,02/20,08/23,Software Engineer,01/17,05/19,Quantitative Analyst,06/14,05/18
1401,Northeastern University,2.24,Masters,Boston,F,1.0,0,0.0,1,Quantitative Analyst,06/20,09/21,Research Scientist,01/18,06/20,Software Tester,06/14,10/19
1402,State Providence College,2.38,Masters,Washington,F,N/A,0,1.0,1,Software Tester,04/19,04/21,Hardware Engineer,06/18,02/19,Quantitative Analyst,07/14,05/18
1403,UC Berkeley,2.32,PhD,Las Vegas,N/A,0.0,0,0.0,4,Research Scientist,04/19,10/21,Hardware Engineer,03/17,11/21,Data Scientist,02/16,10/19
1404,State Providence College,3.61,PhD,San Francisco,F,1.0,0,1.0,3,Software Tester,02/20,08/23,Research Scientist,10/18,04/19,Machine Learning Engineer,03/15,11/19
1405,UCSB,1.23,Bachelors,Washington,N/A,1.0,0,N/A,4,Data Scientist,01/19,07/21,Data Analyst,06/18,02/21,Data Scientist,01/14,04/17
1406,Providence College,3.14,Masters,Boston,M,1.0,0,N/A,3,Research Scientist,11/19,09/21,Machine Learning Engineer,02/18,03/19,Software Engineer,03/14,09/19
1407,State Providence College,1.62,Masters,San Francisco,M,0.0,0,1.0,3,Data Scientist,12/18,07/21,Software Engineer,05/17,05/20,Research Scientist,09/14,08/17
1408,Harvard University,3.96,Bachelors,Las Vegas,F,0.0,0,N/A,4,Research Scientist,08/20,11/22,Research Scientist,04/18,01/20,Quantitative Analyst,04/16,06/17
1409,Providence School,3.75,PhD,Washington,M,1.0,0,N/A,1,Hardware Engineer,02/20,08/23,Data Analyst,06/17,01/20,Machine Learning Engineer,01/15,03/19
1410,Providence School,1.26,Bachelors,San Francisco,M,1.0,0,N/A,0,Data Analyst,03/19,11/23,Hardware Engineer,05/17,08/21,Machine Learning Engineer,01/16,10/17
1411,Columbia University,2.4,PhD,Las Vegas,N/A,N/A,1,1.0,3,Quantitative Analyst,12/19,01/22,Research Scientist,12/17,08/21,Machine Learning Engineer,11/16,12/18
1412,State Providence College,3.91,Masters,San Francisco,N/A,1.0,0,N/A,0,Research Scientist,11/20,11/23,Software Engineer,12/16,08/20,Hardware Engineer,02/15,01/17
1413,Brown University,2.78,PhD,Boston,N/A,0.0,0,N/A,3,Data Analyst,05/19,11/23,Quantitative Analyst,03/18,10/19,Software Engineer,11/15,03/19
1414,University of Rhode Island,1.26,Masters,Washington,F,0.0,0,N/A,4,Machine Learning Engineer,10/19,01/22,Research Scientist,03/18,07/19,Machine Learning Engineer,12/14,01/18
1415,Bryant University,2.83,PhD,Philadelphia,M,1.0,0,1.0,2,Hardware Engineer,08/20,03/23,Data Scientist,04/17,04/21,Hardware Engineer,01/16,07/19
1416,State Providence College,1.1,Bachelors,Washington,M,1.0,1,N/A,0,Machine Learning Engineer,09/20,07/21,Software Engineer,07/18,06/20,Quantitative Analyst,05/16,08/18
1417,UC Berkeley,1.97,Masters,Philadelphia,F,N/A,0,0.0,3,Research Scientist,06/19,03/22,Machine Learning Engineer,11/17,10/21,Research Scientist,05/16,01/18
1418,Northeastern University,3.79,Masters,Miami,M,0.0,0,1.0,1,Hardware Engineer,10/20,04/23,Data Scientist,05/18,07/19,Research Scientist,03/16,11/19
1419,Boston University,2.32,PhD,Chicago,N/A,1.0,0,N/A,1,Software Engineer,04/20,01/23,Data Analyst,12/16,04/21,Machine Learning Engineer,04/14,12/18
1420,Providence State University,2.43,Bachelors,New York,F,1.0,0,1.0,2,Software Engineer,11/19,12/21,Data Analyst,07/18,02/20,Hardware Engineer,11/16,01/19
1421,Providence College,1.77,Masters,Providence,F,1.0,0,1.0,1,Data Analyst,08/20,07/21,Software Tester,03/17,10/21,Software Tester,09/14,06/19
1422,UC Berkeley,2.28,Masters,Miami,N/A,0.0,0,1.0,0,Data Scientist,07/19,05/21,Quantitative Analyst,01/18,05/19,Software Tester,01/16,05/18
1423,UCLA,2.1,Bachelors,San Francisco,M,N/A,0,N/A,1,Data Analyst,08/20,02/23,Machine Learning Engineer,10/17,10/19,Data Scientist,07/16,11/17
1424,Columbia University,2.92,PhD,New York,F,1.0,0,1.0,1,Data Analyst,10/19,03/23,Data Scientist,10/17,01/21,Hardware Engineer,07/16,05/19
1425,Providence University,3.38,PhD,Boston,F,1.0,0,1.0,0,Software Tester,06/20,11/23,Research Scientist,10/18,02/19,Research Scientist,05/15,07/18
1426,Columbia University,2.59,Masters,New York,M,1.0,0,1.0,1,Hardware Engineer,11/20,02/23,Research Scientist,10/18,04/21,Hardware Engineer,05/15,02/18
1427,State Providence College,1.87,Masters,Las Vegas,F,N/A,0,N/A,0,Software Tester,07/19,12/21,Data Analyst,05/18,03/20,Hardware Engineer,05/14,11/18
1428,Columbia University,3.16,Bachelors,Providence,N/A,1.0,0,1.0,0,Software Engineer,11/20,08/21,Software Tester,01/17,01/19,Software Tester,02/15,01/18
1429,Brown University,3.2,Masters,Las Vegas,F,N/A,0,0.0,3,Quantitative Analyst,06/19,12/22,Machine Learning Engineer,01/17,07/19,Machine Learning Engineer,02/16,12/17
1430,UC Berkeley,3.97,Bachelors,Los Angeles,N/A,N/A,0,N/A,1,Research Scientist,10/20,04/21,Software Tester,12/16,03/20,Software Tester,07/14,09/18
1431,State Providence College,2.75,Bachelors,Chicago,N/A,1.0,0,1.0,4,Research Scientist,08/20,12/22,Data Analyst,03/18,08/20,Data Analyst,09/16,07/17
1432,Providence University,3.13,Bachelors,Washington,N/A,0.0,0,1.0,3,Machine Learning Engineer,01/20,07/23,Data Analyst,06/17,02/19,Research Scientist,07/15,01/19
1433,UC Berkeley,3.06,Masters,Chicago,M,N/A,0,0.0,0,Software Tester,12/18,11/21,Quantitative Analyst,07/17,01/20,Data Scientist,12/14,09/17
1434,Northeastern University,3.27,PhD,Las Vegas,N/A,N/A,0,0.0,3,Data Scientist,03/19,09/23,Software Engineer,03/18,11/20,Machine Learning Engineer,08/14,07/19
1435,UCSB,1.61,PhD,Miami,F,1.0,0,0.0,4,Software Tester,09/20,11/21,Data Analyst,02/17,07/19,Data Analyst,06/14,06/17
1436,University of Rhode Island,2.43,PhD,Washington,M,0.0,0,N/A,2,Machine Learning Engineer,11/19,08/22,Data Analyst,11/17,03/19,Quantitative Analyst,08/14,10/17
1437,UCLA,3.8,PhD,Las Vegas,F,1.0,0,0.0,1,Research Scientist,07/20,02/23,Hardware Engineer,03/17,06/19,Data Analyst,09/14,09/19
1438,Providence State University,1.57,Bachelors,Miami,F,N/A,0,1.0,2,Research Scientist,02/19,06/21,Research Scientist,11/18,04/20,Software Tester,06/15,02/19
1439,MIT,1.01,PhD,Las Vegas,M,1.0,0,0.0,3,Hardware Engineer,08/20,06/22,Hardware Engineer,06/18,04/21,Data Scientist,12/14,02/19
1440,Providence State University,3.81,Bachelors,Washington,M,0.0,0,N/A,2,Machine Learning Engineer,10/19,06/23,Data Scientist,06/18,03/20,Software Engineer,07/16,03/17
1441,Providence State University,3.8,Masters,Los Angeles,M,1.0,0,N/A,3,Software Tester,04/20,03/22,Hardware Engineer,07/17,08/21,Hardware Engineer,03/16,01/19
1442,UCLA,3.72,Bachelors,San Francisco,M,1.0,0,1.0,3,Software Engineer,12/19,06/21,Software Engineer,07/18,05/21,Research Scientist,06/14,03/18
1443,Providence School,2.04,Bachelors,Miami,N/A,N/A,0,0.0,1,Data Scientist,08/20,09/23,Quantitative Analyst,09/18,06/21,Data Scientist,11/16,07/18
1444,Providence School,2.41,Masters,Boston,F,N/A,0,0.0,1,Data Analyst,05/19,08/21,Quantitative Analyst,11/18,07/21,Machine Learning Engineer,05/16,05/17
1445,MIT,1.66,Bachelors,Chicago,F,1.0,0,N/A,2,Data Scientist,03/19,08/21,Machine Learning Engineer,06/17,09/19,Quantitative Analyst,07/15,11/18
1446,Harvard University,2.92,Masters,San Francisco,F,1.0,0,0.0,4,Data Analyst,06/19,09/23,Software Engineer,05/17,01/20,Quantitative Analyst,05/14,06/17
1447,State Providence College,3.47,PhD,San Francisco,N/A,N/A,0,0.0,4,Research Scientist,02/19,10/23,Quantitative Analyst,05/18,05/19,Data Scientist,02/16,01/17
1448,Boston College,3.52,Bachelors,Providence,F,N/A,0,0.0,4,Machine Learning Engineer,06/19,02/23,Data Analyst,08/18,10/20,Hardware Engineer,01/15,02/19
1449,Boston University,2.53,Masters,Providence,M,N/A,0,0.0,4,Data Scientist,11/19,05/23,Research Scientist,02/18,03/20,Data Analyst,01/15,05/17
1450,UC Berkeley,2.19,Bachelors,Providence,N/A,N/A,0,0.0,4,Software Tester,09/20,01/23,Software Engineer,06/18,03/21,Machine Learning Engineer,09/14,01/19
1451,Brown University,1.12,PhD,San Francisco,F,N/A,0,0.0,0,Software Engineer,02/19,05/21,Data Analyst,03/17,01/19,Hardware Engineer,10/16,11/19
1452,UC Berkeley,1.99,Bachelors,San Francisco,M,0.0,0,0.0,1,Quantitative Analyst,10/20,03/23,Research Scientist,05/18,11/19,Quantitative Analyst,08/16,02/17
1453,Providence College,1.25,Masters,Boston,N/A,1.0,0,0.0,1,Quantitative Analyst,09/19,09/23,Software Tester,10/18,02/20,Software Tester,11/14,10/17
1454,Providence University,2.63,Masters,Las Vegas,N/A,1.0,0,N/A,3,Machine Learning Engineer,08/20,02/21,Data Analyst,04/18,10/20,Machine Learning Engineer,10/14,12/17
1455,Northeastern University,3.65,Masters,Providence,M,0.0,0,N/A,4,Machine Learning Engineer,10/20,01/21,Data Analyst,09/17,10/21,Hardware Engineer,09/16,12/18
